,Year_month,WELL,X,Y,MONTH,OIL_VOLUME(Kls),GAS_VOLUME(MSCUM),WATER_VOLUME(Kls),OIL_RATE(KLPD),GAS_RATE(mscum d),WATER_RATE(KLPD),WATER_CUT(%),GOR(scum/kl)
0,1993-07-01 00:00:00,HJN023,3281111.05,1088223.12,1993-07-01,297.6,59440,0,58.35294118,11654.90196,0,0,199.7311828
1,1993-08-01 00:00:00,HJN023,3281111.05,1088223.12,1993-08-01,1537.4,366776.1,0,73.91346154,17633.46635,0,0,238.5690777
2,1993-09-01 00:00:00,HJN023,3281111.05,1088223.12,1993-09-01,2060.1,570547.5,0,68.67,19018.25,0,0,276.9513616
3,1993-10-01 00:00:00,HJN023,3281111.05,1088223.12,1993-10-01,2145.1,535739.8,0,69.87296417,17450.80782,0,0,249.7505011
4,1993-11-01 00:00:00,HJN023,3281111.05,1088223.12,1993-11-01,2625.4,442241.2,0,87.51333333,14741.37333,0,0,168.44717
5,1993-12-01 00:00:00,HJN023,3281111.05,1088223.12,1993-12-01,2207.8,319347.1,0,71.21935484,10301.51935,0,0,144.6449407
6,1994-01-01 00:00:00,HJN023,3281111.05,1088223.12,1994-01-01,2193.9,317908.3,0,70.77096774,10255.10645,0,0,144.9055563
7,1994-02-01 00:00:00,HJN023,3281111.05,1088223.12,1994-02-01,1930.9,294439,0,68.96071429,10515.67857,0,0,152.487959
8,1994-03-01 00:00:00,HJN023,3281111.05,1088223.12,1994-03-01,2181.8,361798.7,0,70.38064516,11670.92581,0,0,165.825786
9,1994-04-01 00:00:00,HJN023,3281111.05,1088223.12,1994-04-01,2059.8,179004.6,0,68.66,5966.82,0,0,86.90387416
10,1994-05-01 00:00:00,HJN023,3281111.05,1088223.12,1994-05-01,2068.2,301228.2,0,66.71612903,9717.03871,0,0,145.6475196
11,1994-06-01 00:00:00,HJN023,3281111.05,1088223.12,1994-06-01,2043.5,363213.6,0,68.11666667,12107.12,0,0,177.7409347
12,1994-07-01 00:00:00,HJN023,3281111.05,1088223.12,1994-07-01,2131.6,406602,0,68.76129032,13116.19355,0,0,190.7496716
13,1994-08-01 00:00:00,HJN023,3281111.05,1088223.12,1994-08-01,2134.2,360655.3,0,68.84516129,11634.04194,0,0,168.9885203
14,1994-09-01 00:00:00,HJN023,3281111.05,1088223.12,1994-09-01,2035.5,367208.9,0,67.85,12240.29667,0,0,180.402309
15,1994-10-01 00:00:00,HJN023,3281111.05,1088223.12,1994-10-01,2144.7,337257.6,0,69.18387097,10879.27742,0,0,157.2516436
16,1994-11-01 00:00:00,HJN023,3281111.05,1088223.12,1994-11-01,2046.2,309917,0,68.20666667,10330.56667,0,0,151.4597791
17,1994-12-01 00:00:00,HJN023,3281111.05,1088223.12,1994-12-01,2287.2,399650.3,0,73.78064516,12891.94516,0,0,174.7334295
18,1995-01-01 00:00:00,HJN023,3281111.05,1088223.12,1995-01-01,2365.4,355668.8,0,76.30322581,11473.1871,0,0,150.3630676
19,1995-02-01 00:00:00,HJN023,3281111.05,1088223.12,1995-02-01,2178.1,282414.1,0,77.78928571,10086.21786,0,0,129.6607594
20,1995-03-01 00:00:00,HJN023,3281111.05,1088223.12,1995-03-01,2398.4,292290.8,0,77.36774194,9428.735484,0,0,121.8690794
21,1995-04-01 00:00:00,HJN023,3281111.05,1088223.12,1995-04-01,2348.8,266793.2,0,78.29333333,8893.106667,0,0,113.5870232
22,1995-05-01 00:00:00,HJN023,3281111.05,1088223.12,1995-05-01,2360.7,249852.2,0,76.1516129,8059.748387,0,0,105.8381836
23,1995-06-01 00:00:00,HJN023,3281111.05,1088223.12,1995-06-01,2562.4,155232.7,0,85.41333333,5174.423333,0,0,60.58097877
24,1995-07-01 00:00:00,HJN023,3281111.05,1088223.12,1995-07-01,1963.5,273097.4,301.1,63.33870968,8809.593548,9.712903226,0.132959463,139.0870385
25,1995-08-01 00:00:00,HJN023,3281111.05,1088223.12,1995-08-01,1869.3,272584.3,237.4,60.3,8793.041935,7.658064516,0.11268809,145.821591
26,1995-09-01 00:00:00,HJN023,3281111.05,1088223.12,1995-09-01,1879.2,253103.5,236,62.64,8436.783333,7.866666667,0.111573374,134.6868348
27,1995-10-01 00:00:00,HJN023,3281111.05,1088223.12,1995-10-01,2070.3,255179,278.2,66.78387097,8231.580645,8.974193548,0.118458591,123.2570159
28,1995-11-01 00:00:00,HJN023,3281111.05,1088223.12,1995-11-01,1868.2,258322,258.3,62.27333333,8610.733333,8.61,0.1214672,138.2732042
29,1995-12-01 00:00:00,HJN023,3281111.05,1088223.12,1995-12-01,1940.1,265558,278.6,62.58387097,8566.387097,8.987096774,0.125569027,136.8785114
30,1996-01-01 00:00:00,HJN023,3281111.05,1088223.12,1996-01-01,2140.7,275794,212.8,69.05483871,8896.580645,6.864516129,0.090418526,128.8335591
31,1996-02-01 00:00:00,HJN023,3281111.05,1088223.12,1996-02-01,1986.8,240354.3,184.6,68.51034483,8288.07931,6.365517241,0.085014277,120.9755889
32,1996-03-01 00:00:00,HJN023,3281111.05,1088223.12,1996-03-01,2041.6,330642.4,257.5,65.85806452,10665.88387,8.306451613,0.112000348,161.9525862
33,1996-04-01 00:00:00,HJN023,3281111.05,1088223.12,1996-04-01,2121,417750.4,276.1,70.7,13925.01333,9.203333333,0.115180844,196.9591702
34,1996-05-01 00:00:00,HJN023,3281111.05,1088223.12,1996-05-01,2186.5,373521.2,204.7,70.53225806,12049.07097,6.603225806,0.085605554,170.8306426
35,1996-06-01 00:00:00,HJN023,3281111.05,1088223.12,1996-06-01,2012.1,364954.9,238,67.07,12165.16333,7.933333333,0.105773077,181.3801004
36,1996-07-01 00:00:00,HJN023,3281111.05,1088223.12,1996-07-01,2025.8,323881,315.1,65.3483871,10447.77419,10.16451613,0.134606348,159.8780729
37,1996-08-01 00:00:00,HJN023,3281111.05,1088223.12,1996-08-01,2032.4,271008.4,311.5,65.56129032,8742.206452,10.0483871,0.132898161,133.3440268
38,1996-09-01 00:00:00,HJN023,3281111.05,1088223.12,1996-09-01,1930.2,262182.5,291.3,64.34,8739.416667,9.71,0.131127616,135.8317791
39,1996-10-01 00:00:00,HJN023,3281111.05,1088223.12,1996-10-01,1963.7,270325.6,306,63.34516129,8720.180645,9.870967742,0.13481958,137.6613536
40,1996-11-01 00:00:00,HJN023,3281111.05,1088223.12,1996-11-01,1980.5,287231.8,378.9,66.01666667,9574.393333,12.63,0.160591676,145.0299419
41,1996-12-01 00:00:00,HJN023,3281111.05,1088223.12,1996-12-01,2082.1,306835.9,314.7,67.16451613,9897.932258,10.1516129,0.131300067,147.3684741
42,1997-01-01 00:00:00,HJN023,3281111.05,1088223.12,1997-01-01,1944.4,245841.6,529.1,62.72258065,7930.374194,17.06774194,0.213907419,126.4357128
43,1997-02-01 00:00:00,HJN023,3281111.05,1088223.12,1997-02-01,1791.2,275390.8,516.1,63.97142857,9835.385714,18.43214286,0.223681359,153.7465386
44,1997-03-01 00:00:00,HJN023,3281111.05,1088223.12,1997-03-01,1844.4,283868.6,492,59.49677419,9157.051613,15.87096774,0.21058038,153.9083713
45,1997-04-01 00:00:00,HJN023,3281111.05,1088223.12,1997-04-01,1761,234451.7,486.3,58.7,7815.056667,16.21,0.216393005,133.135548
46,1997-05-01 00:00:00,HJN023,3281111.05,1088223.12,1997-05-01,1727.7,254214.5,0,55.73225806,8200.467742,0,0,147.1404179
47,1997-06-01 00:00:00,HJN023,3281111.05,1088223.12,1997-06-01,1691.4,242198.3,383,56.38,8073.276667,12.76666667,0.184631701,143.1939813
48,1997-07-01 00:00:00,HJN023,3281111.05,1088223.12,1997-07-01,1868.7,335212.7,415,60.47572816,10848.30744,13.43042071,0.181722643,179.382833
49,1997-08-01 00:00:00,HJN023,3281111.05,1088223.12,1997-08-01,1799.7,264421,397,58.05483871,8529.709677,12.80645161,0.180725634,146.9250431
50,1997-09-01 00:00:00,HJN023,3281111.05,1088223.12,1997-09-01,1594,255222.1,364.1,53.13333333,8507.403333,12.13666667,0.185945559,160.1142409
51,1997-10-01 00:00:00,HJN023,3281111.05,1088223.12,1997-10-01,1785.5,346392.5,411.6,57.59677419,11173.95161,13.27741935,0.187337854,194.0030804
52,1997-11-01 00:00:00,HJN023,3281111.05,1088223.12,1997-11-01,1918.9,305682.4,435.4,63.96333333,10189.41333,14.51333333,0.184938198,159.3008494
53,1997-12-01 00:00:00,HJN023,3281111.05,1088223.12,1997-12-01,1880.2,270074.3,466.9,60.6516129,8712.074194,15.06129032,0.198926335,143.6412616
54,1998-01-01 00:00:00,HJN023,3281111.05,1088223.12,1998-01-01,1852.1,298165.7,491.3,59.74516129,9618.248387,15.8483871,0.209652641,160.9879056
55,1998-02-01 00:00:00,HJN023,3281111.05,1088223.12,1998-02-01,1705.6,303885,385.6,60.91428571,10853.03571,13.77142857,0.184391737,178.1689728
56,1998-03-01 00:00:00,HJN023,3281111.05,1088223.12,1998-03-01,1785.7,281484.3,441.7,57.60322581,9080.13871,14.2483871,0.198302954,157.6324691
57,1998-04-01 00:00:00,HJN023,3281111.05,1088223.12,1998-04-01,1732,294923.6,562.2,57.73333333,9830.786667,18.74,0.245052742,170.2792148
58,1998-05-01 00:00:00,HJN023,3281111.05,1088223.12,1998-05-01,1741.5,239411.4,567.8,56.17741935,7722.948387,18.31612903,0.245875373,137.4742463
59,1998-06-01 00:00:00,HJN023,3281111.05,1088223.12,1998-06-01,1704,265915.4,618.2,56.8,8863.846667,20.60666667,0.266213074,156.0536385
60,1998-07-01 00:00:00,HJN023,3281111.05,1088223.12,1998-07-01,1754.2,262041.8,835.4,56.58709677,8452.96129,26.9483871,0.322598085,149.3796602
61,1998-08-01 00:00:00,HJN023,3281111.05,1088223.12,1998-08-01,1803.3,379457.4,712.9,58.3592233,12280.17476,23.07119741,0.28332406,210.4238895
62,1998-09-01 00:00:00,HJN023,3281111.05,1088223.12,1998-09-01,1486.1,308733.9,683.4,49.53666667,10291.13,22.78,0.315003457,207.747729
63,1998-10-01 00:00:00,HJN023,3281111.05,1088223.12,1998-10-01,1491.3,620044.4,668.9,48.10645161,20001.43226,21.57741935,0.309647255,415.774425
64,1998-11-01 00:00:00,HJN023,3281111.05,1088223.12,1998-11-01,1405.6,559432.6,761.8,46.85333333,18647.75333,25.39333333,0.351481037,398.0027035
65,1998-12-01 00:00:00,HJN023,3281111.05,1088223.12,1998-12-01,1360.1,593448.9,789.1,43.87419355,19143.5129,25.45483871,0.367159873,436.3274024
66,1999-01-01 00:00:00,HJN023,3281111.05,1088223.12,1999-01-01,1424.3,354211,776.9,45.94516129,11426.16129,25.06129032,0.352943849,248.6912869
67,1999-02-01 00:00:00,HJN023,3281111.05,1088223.12,1999-02-01,1280.2,332410.7,752.9,45.72142857,11871.81071,26.88928571,0.370321184,259.6552882
68,1999-03-01 00:00:00,HJN023,3281111.05,1088223.12,1999-03-01,1466.7,492580.7,890.1,47.31290323,15889.7,28.71290323,0.377673116,335.8428445
69,1999-04-01 00:00:00,HJN023,3281111.05,1088223.12,1999-04-01,1546,314249,1016,51.53333333,10474.96667,33.86666667,0.396565183,203.2658473
70,1999-05-01 00:00:00,HJN023,3281111.05,1088223.12,1999-05-01,1533,350751,1061,49.4516129,11314.54839,34.22580645,0.409020817,228.8003914
71,1999-06-01 00:00:00,HJN023,3281111.05,1088223.12,1999-06-01,1524,294902,1734,50.8,9830.066667,57.8,0.532228361,193.5052493
72,1999-07-01 00:00:00,HJN023,3281111.05,1088223.12,1999-07-01,1542,373994,1085,49.74193548,12064.32258,35,0.413018652,242.538262
73,1999-08-01 00:00:00,HJN023,3281111.05,1088223.12,1999-08-01,1556,405914,1245,50.19354839,13094,40.16129032,0.444484113,260.8701799
74,1999-09-01 00:00:00,HJN023,3281111.05,1088223.12,1999-09-01,1526,282480,1093,50.86666667,9416,36.43333333,0.417334861,185.1114024
75,1999-10-01 00:00:00,HJN023,3281111.05,1088223.12,1999-10-01,1506,328811,1199,48.58064516,10606.80645,38.67741935,0.443253235,218.3339973
76,1999-11-01 00:00:00,HJN023,3281111.05,1088223.12,1999-11-01,1548,238923,940,51.6,7964.1,31.33333333,0.377813505,154.3430233
77,1999-12-01 00:00:00,HJN023,3281111.05,1088223.12,1999-12-01,1554,262555,985,50.12903226,8469.516129,31.77419355,0.387948011,168.9543115
78,2000-01-01 00:00:00,HJN023,3281111.05,1088223.12,2000-01-01,1499,487904,986,49.96666667,16263.46667,32.86666667,0.396780684,325.4863242
79,2000-02-01 00:00:00,HJN023,3281111.05,1088223.12,2000-02-01,1403,405322,814,48.37931034,13976.62069,28.06896552,0.367162833,288.89665
80,2000-03-01 00:00:00,HJN023,3281111.05,1088223.12,2000-03-01,1499,589875,1221,48.35483871,19028.22581,39.38709677,0.448897059,393.5123416
81,2000-04-01 00:00:00,HJN023,3281111.05,1088223.12,2000-04-01,1254,439841,1090,41.8,14661.36667,36.33333333,0.465017065,350.7503987
82,2000-05-01 00:00:00,HJN023,3281111.05,1088223.12,2000-05-01,1324,626406,1164,42.70967742,20206.64516,37.5483871,0.467845659,473.1163142
83,2000-06-01 00:00:00,HJN023,3281111.05,1088223.12,2000-06-01,1368,349139,1113,45.6,11637.96667,37.1,0.448609432,255.2185673
84,2000-07-01 00:00:00,HJN023,3281111.05,1088223.12,2000-07-01,1308,333491,1374,42.19354839,10757.77419,44.32258065,0.512304251,254.9625382
85,2000-08-01 00:00:00,HJN023,3281111.05,1088223.12,2000-08-01,1192,417314,1219,38.4516129,13461.74194,39.32258065,0.505599336,350.0956376
86,2000-09-01 00:00:00,HJN023,3281111.05,1088223.12,2000-09-01,1201,455729,1135,40.03333333,15190.96667,37.83333333,0.485873288,379.4579517
87,2000-10-01 00:00:00,HJN023,3281111.05,1088223.12,2000-10-01,1254,539900,1142,40.4516129,17416.12903,36.83870968,0.476627713,430.5422648
88,2000-11-01 00:00:00,HJN023,3281111.05,1088223.12,2000-11-01,1230,611180,1075,41,20372.66667,35.83333333,0.46637744,496.8943089
89,2000-12-01 00:00:00,HJN023,3281111.05,1088223.12,2000-12-01,1235,589067,1275,39.83870968,19002.16129,41.12903226,0.507968127,476.9773279
90,2001-01-01 00:00:00,HJN023,3281111.05,1088223.12,2001-01-01,1299,581130,1446,41.90322581,18746.12903,46.64516129,0.526775956,447.3672055
91,2001-02-01 00:00:00,HJN023,3281111.05,1088223.12,2001-02-01,1139,515538,1291,40.67857143,18412.07143,46.10714286,0.53127572,452.6233538
92,2001-03-01 00:00:00,HJN023,3281111.05,1088223.12,2001-03-01,1316,565054,1350,42.4516129,18227.54839,43.5483871,0.506376594,429.3723404
93,2001-04-01 00:00:00,HJN023,3281111.05,1088223.12,2001-04-01,1280,561096,1088,42.66666667,18703.2,36.26666667,0.459459459,438.35625
94,2001-05-01 00:00:00,HJN023,3281111.05,1088223.12,2001-05-01,1309,370808,1114,42.22580645,11961.54839,35.93548387,0.459760627,283.275783
95,2001-06-01 00:00:00,HJN023,3281111.05,1088223.12,2001-06-01,1243,343610,1042,41.43333333,11453.66667,34.73333333,0.456017505,276.4360418
96,2001-07-01 00:00:00,HJN023,3281111.05,1088223.12,2001-07-01,1265,506563,1121,40.80645161,16340.74194,36.16129032,0.469823973,400.4450593
97,2001-08-01 00:00:00,HJN023,3281111.05,1088223.12,2001-08-01,1137,490666,1141,36.67741935,15827.93548,36.80645161,0.500877963,431.5444151
98,2001-09-01 00:00:00,HJN023,3281111.05,1088223.12,2001-09-01,1124,406103,1093,37.46666667,13536.76667,36.43333333,0.49300857,361.3016014
99,2001-10-01 00:00:00,HJN023,3281111.05,1088223.12,2001-10-01,1149,417072,1152,37.06451613,13453.93548,37.16129032,0.50065189,362.9869452
100,2001-11-01 00:00:00,HJN023,3281111.05,1088223.12,2001-11-01,1113,443007,1102,37.1,14766.9,36.73333333,0.49751693,398.0296496
101,2001-12-01 00:00:00,HJN023,3281111.05,1088223.12,2001-12-01,1144,487379,1169,36.90322581,15721.90323,37.70967742,0.505404237,426.0305944
102,2002-01-01 00:00:00,HJN023,3281111.05,1088223.12,2002-01-01,1124,489704,1192,36.25806452,15796.90323,38.4516129,0.514680484,435.6797153
103,2002-02-01 00:00:00,HJN023,3281111.05,1088223.12,2002-02-01,1009,726707,1103,36.03571429,25953.82143,39.39285714,0.522253788,720.2249752
104,2002-03-01 00:00:00,HJN023,3281111.05,1088223.12,2002-03-01,1116,812540,1190,36,26210.96774,38.38709677,0.5160451,728.0824373
105,2002-04-01 00:00:00,HJN023,3281111.05,1088223.12,2002-04-01,1132,453286,1172,37.73333333,15109.53333,39.06666667,0.508680556,400.4293286
106,2002-05-01 00:00:00,HJN023,3281111.05,1088223.12,2002-05-01,697,379110,1640,22.48387097,12229.35484,52.90322581,0.701754386,543.9167862
107,2002-06-01 00:00:00,HJN023,3281111.05,1088223.12,2002-06-01,554,356224,1600,18.46666667,11874.13333,53.33333333,0.742804085,643.0036101
108,2002-07-01 00:00:00,HJN023,3281111.05,1088223.12,2002-07-01,506,167060,1562,16.32258065,5389.032258,50.38709677,0.755319149,330.1581028
109,2002-08-01 00:00:00,HJN023,3281111.05,1088223.12,2002-08-01,476,138701,1585,15.35483871,4474.225806,51.12903226,0.769044153,291.3886555
110,2002-09-01 00:00:00,HJN023,3281111.05,1088223.12,2002-09-01,429,112122,1698,14.3,3737.4,56.6,0.798307475,261.3566434
111,2002-10-01 00:00:00,HJN023,3281111.05,1088223.12,2002-10-01,482,217247,1864,15.5483871,7007.967742,60.12903226,0.794543905,450.719917
112,2002-11-01 00:00:00,HJN023,3281111.05,1088223.12,2002-11-01,463,183331,1815,15.43333333,6111.033333,60.5,0.796751536,395.9632829
113,2002-12-01 00:00:00,HJN023,3281111.05,1088223.12,2002-12-01,503,245685,2011,16.22580645,7925.322581,64.87096774,0.799920446,488.4393638
114,2003-01-01 00:00:00,HJN023,3281111.05,1088223.12,2003-01-01,561,271774,2193,18.09677419,8766.903226,70.74193548,0.796296296,484.4456328
115,2003-02-01 00:00:00,HJN023,3281111.05,1088223.12,2003-02-01,418,195671,1962,14.92857143,6988.25,70.07142857,0.824369748,468.1124402
116,2003-03-01 00:00:00,HJN023,3281111.05,1088223.12,2003-03-01,432,169375,1949,13.93548387,5463.709677,62.87096774,0.818563629,392.0717593
117,2003-04-01 00:00:00,HJN023,3281111.05,1088223.12,2003-04-01,421,157728,1894,14.03333333,5257.6,63.13333333,0.818142549,374.6508314
118,2003-05-01 00:00:00,HJN023,3281111.05,1088223.12,2003-05-01,439,171003,2019,14.16129032,5516.225806,65.12903226,0.821399512,389.5284738
119,2003-06-01 00:00:00,HJN023,3281111.05,1088223.12,2003-06-01,423,115567,1937,14.1,3852.233333,64.56666667,0.820762712,273.2080378
120,2003-07-01 00:00:00,HJN023,3281111.05,1088223.12,2003-07-01,527,188369,2128,17,6076.419355,68.64516129,0.801506591,357.4364326
121,2003-08-01 00:00:00,HJN023,3281111.05,1088223.12,2003-08-01,510,148909,1846,16.4516129,4803.516129,59.5483871,0.783531409,291.9784314
122,2003-09-01 00:00:00,HJN023,3281111.05,1088223.12,2003-09-01,494,177456,1699,16.46666667,5915.2,56.63333333,0.774737802,359.2226721
123,2003-10-01 00:00:00,HJN023,3281111.05,1088223.12,2003-10-01,510,117969,1776,16.4516129,3805.451613,57.29032258,0.776902887,231.3117647
124,2003-11-01 00:00:00,HJN023,3281111.05,1088223.12,2003-11-01,572,126605,1566,19.06666667,4220.166667,52.2,0.732460243,221.3374126
125,2003-12-01 00:00:00,HJN023,3281111.05,1088223.12,2003-12-01,474,112968,1525,15.29032258,3644.129032,49.19354839,0.762881441,238.3291139
126,2004-01-01 00:00:00,HJN023,3281111.05,1088223.12,2004-01-01,446,117048,1743,14.38709677,3775.741935,56.22580645,0.796253997,262.4394619
127,2004-02-01 00:00:00,HJN023,3281111.05,1088223.12,2004-02-01,498,109772,1505,17.17241379,3785.241379,51.89655172,0.751372941,220.4257028
128,2004-03-01 00:00:00,HJN023,3281111.05,1088223.12,2004-03-01,476,95771,1557,15.35483871,3089.387097,50.22580645,0.765863256,201.1995798
129,2004-04-01 00:00:00,HJN023,3281111.05,1088223.12,2004-04-01,456,76775,1607,15.2,2559.166667,53.56666667,0.778962676,168.3662281
130,2004-05-01 00:00:00,HJN023,3281111.05,1088223.12,2004-05-01,442,64016,1696,14.25806452,2065.032258,54.70967742,0.793264733,144.8325792
131,2004-06-01 00:00:00,HJN023,3281111.05,1088223.12,2004-06-01,421,58392,1716,14.03333333,1946.4,57.2,0.802994853,138.6983373
132,2004-07-01 00:00:00,HJN023,3281111.05,1088223.12,2004-07-01,433,41126,1771,13.96774194,1326.645161,57.12903226,0.80353902,94.97921478
133,2004-08-01 00:00:00,HJN023,3281111.05,1088223.12,2004-08-01,343,40663,1937,11.06451613,1311.709677,62.48387097,0.849561404,118.5510204
134,2004-09-01 00:00:00,HJN023,3281111.05,1088223.12,2004-09-01,243,32592,1943,8.1,1086.4,64.76666667,0.88883806,134.1234568
135,2004-10-01 00:00:00,HJN023,3281111.05,1088223.12,2004-10-01,284,33969,1963,9.161290323,1095.774194,63.32258065,0.873609257,119.6091549
136,2004-11-01 00:00:00,HJN023,3281111.05,1088223.12,2004-11-01,268,45622,2133,8.933333333,1520.733333,71.1,0.888379842,170.2313433
137,2004-12-01 00:00:00,HJN023,3281111.05,1088223.12,2004-12-01,337,33647,2149,10.87096774,1085.387097,69.32258065,0.864440869,99.84272997
138,2005-01-01 00:00:00,HJN023,3281111.05,1088223.12,2005-01-01,97,32457,736,4.041666667,1352.375,30.66666667,0.883553421,334.6082474
139,2005-02-01 00:00:00,HJN023,,,,,,,,,,,
140,2005-03-01 00:00:00,HJN023,,,,,,,,,,,
141,2005-04-01 00:00:00,HJN023,,,,,,,,,,,
142,2005-05-01 00:00:00,HJN023,3281111.05,1088223.12,2005-05-01,26,6232,548,1,239.6923077,21.07692308,0.954703833,239.6923077
143,2005-06-01 00:00:00,HJN023,3281111.05,1088223.12,2005-06-01,120,20714,701,4,690.4666667,23.36666667,0.853836784,172.6166667
144,2005-07-01 00:00:00,HJN023,3281111.05,1088223.12,2005-07-01,62,14107,852,2,455.0645161,27.48387097,0.932166302,227.5322581
145,2005-08-01 00:00:00,HJN023,3281111.05,1088223.12,2005-08-01,61,12937,822,1.967741935,417.3225806,26.51612903,0.930917327,212.0819672
146,2005-09-01 00:00:00,HJN023,3281111.05,1088223.12,2005-09-01,87,14258,824,2.9,475.2666667,27.46666667,0.904500549,163.8850575
147,2005-10-01 00:00:00,HJN023,3281111.05,1088223.12,2005-10-01,120,4625,1239,3.870967742,149.1935484,39.96774194,0.911699779,38.54166667
148,2005-11-01 00:00:00,HJN023,3281111.05,1088223.12,2005-11-01,271,31723,1080,9.033333333,1057.433333,36,0.799407846,117.0590406
149,2005-12-01 00:00:00,HJN023,3281111.05,1088223.12,2005-12-01,122,17241,1399,3.935483871,556.1612903,45.12903226,0.919789612,141.3196721
150,2006-01-01 00:00:00,HJN023,3281111.05,1088223.12,2006-01-01,124,14431,1395,4,465.516129,45,0.918367347,116.3790323
151,2006-02-01 00:00:00,HJN023,3281111.05,1088223.12,2006-02-01,149,15123,1518,5.730769231,581.6538462,58.38461538,0.910617876,101.4966443
152,2006-03-01 00:00:00,HJN023,3281111.05,1088223.12,2006-03-01,211,18762,2061,6.806451613,605.2258065,66.48387097,0.907130282,88.91943128
153,2006-04-01 00:00:00,HJN023,3281111.05,1088223.12,2006-04-01,148,12200,1363,7.047619048,580.952381,64.9047619,0.902051621,82.43243243
154,2006-05-01 00:00:00,HJN023,,,,,,,,,,,
155,2006-06-01 00:00:00,HJN023,,,,,,,,,,,
156,2006-07-01 00:00:00,HJN023,,,,,,,,,,,
157,2006-08-01 00:00:00,HJN023,,,,,,,,,,,
158,2006-09-01 00:00:00,HJN023,,,,,,,,,,,
159,2006-10-01 00:00:00,HJN023,,,,,,,,,,,
160,2006-11-01 00:00:00,HJN023,,,,,,,,,,,
161,2006-12-01 00:00:00,HJN023,,,,,,,,,,,
162,2007-01-01 00:00:00,HJN023,,,,,,,,,,,
163,2007-02-01 00:00:00,HJN023,,,,,,,,,,,
164,2007-03-01 00:00:00,HJN023,,,,,,,,,,,
165,2007-04-01 00:00:00,HJN023,,,,,,,,,,,
166,2007-05-01 00:00:00,HJN023,,,,,,,,,,,
167,2007-06-01 00:00:00,HJN023,,,,,,,,,,,
168,2007-07-01 00:00:00,HJN023,,,,,,,,,,,
169,2007-08-01 00:00:00,HJN023,,,,,,,,,,,
170,2007-09-01 00:00:00,HJN023,,,,,,,,,,,
171,2007-10-01 00:00:00,HJN023,,,,,,,,,,,
172,2007-11-01 00:00:00,HJN023,,,,,,,,,,,
173,2007-12-01 00:00:00,HJN023,,,,,,,,,,,
174,2008-01-01 00:00:00,HJN023,,,,,,,,,,,
175,2008-02-01 00:00:00,HJN023,,,,,,,,,,,
176,2008-03-01 00:00:00,HJN023,,,,,,,,,,,
177,2008-04-01 00:00:00,HJN023,,,,,,,,,,,
178,2008-05-01 00:00:00,HJN023,,,,,,,,,,,
179,2008-06-01 00:00:00,HJN023,,,,,,,,,,,
180,2008-07-01 00:00:00,HJN023,,,,,,,,,,,
181,2008-08-01 00:00:00,HJN023,,,,,,,,,,,
182,2008-09-01 00:00:00,HJN023,,,,,,,,,,,
183,2008-10-01 00:00:00,HJN023,,,,,,,,,,,
184,2008-11-01 00:00:00,HJN023,,,,,,,,,,,
185,2008-12-01 00:00:00,HJN023,,,,,,,,,,,
186,2009-01-01 00:00:00,HJN023,,,,,,,,,,,
187,2009-02-01 00:00:00,HJN023,,,,,,,,,,,
188,2009-03-01 00:00:00,HJN023,,,,,,,,,,,
189,2009-04-01 00:00:00,HJN023,,,,,,,,,,,
190,2009-05-01 00:00:00,HJN023,,,,,,,,,,,
191,2009-06-01 00:00:00,HJN023,,,,,,,,,,,
192,2009-07-01 00:00:00,HJN023,,,,,,,,,,,
193,2009-08-01 00:00:00,HJN023,,,,,,,,,,,
194,2009-09-01 00:00:00,HJN023,,,,,,,,,,,
195,2009-10-01 00:00:00,HJN023,,,,,,,,,,,
196,2009-11-01 00:00:00,HJN023,,,,,,,,,,,
197,2009-12-01 00:00:00,HJN023,,,,,,,,,,,
198,2010-01-01 00:00:00,HJN023,,,,,,,,,,,
199,2010-02-01 00:00:00,HJN023,,,,,,,,,,,
200,2010-03-01 00:00:00,HJN023,,,,,,,,,,,
201,2010-04-01 00:00:00,HJN023,3281111.05,1088223.12,2010-04-01,279,250389,1263,9.3,8346.3,42.1,0.819066148,897.4516129
202,2010-05-01 00:00:00,HJN023,,,,,,,,,,,
203,2010-06-01 00:00:00,HJN023,,,,,,,,,,,
204,2010-07-01 00:00:00,HJN023,,,,,,,,,,,
205,2010-08-01 00:00:00,HJN023,,,,,,,,,,,
206,2010-09-01 00:00:00,HJN023,,,,,,,,,,,
207,2010-10-01 00:00:00,HJN023,,,,,,,,,,,
208,2010-11-01 00:00:00,HJN023,,,,,,,,,,,
209,2010-12-01 00:00:00,HJN023,,,,,,,,,,,
210,2011-01-01 00:00:00,HJN023,,,,,,,,,,,
211,2011-02-01 00:00:00,HJN023,,,,,,,,,,,
212,2011-03-01 00:00:00,HJN023,,,,,,,,,,,
213,2011-04-01 00:00:00,HJN023,,,,,,,,,,,
214,2011-05-01 00:00:00,HJN023,,,,,,,,,,,
215,2011-06-01 00:00:00,HJN023,3281111.05,1088223.12,2011-06-01,34,98833,51,17,49416.5,25.5,0.6,2906.852941
216,2011-07-01 00:00:00,HJN023,,,,,,,,,,,
217,2011-08-01 00:00:00,HJN023,,,,,,,,,,,
218,2011-09-01 00:00:00,HJN023,,,,,,,,,,,
219,2011-10-01 00:00:00,HJN023,,,,,,,,,,,
220,2011-11-01 00:00:00,HJN023,,,,,,,,,,,
